LEI,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
635400AKJBGNS5WNQL34,0.026095452337726796,0.003137559679214611,0.10396391281022377,0.16968045469911686,0.008900057796496866,0.04920069492474673,0.06967093159625802,0.058750396773249364,0.08140522352149265,0.05816195889996453,0.0,0.22710083790876037,0.022352956088171783,0.02261483629762885,0.0,0.0055358029903531105,0.04865446960238256,0.015350418662159316,0.02942403541205384
635400C8EK6DRI12LJ39,0.06522786480748913,0.004737790234213386,0.15815244973078196,0.020421899097313966,0.0035190776998388572,0.014120398633515897,0.08629322189002414,0.033308477185094706,0.056460929672551056,0.013983499581639006,0.0018204510010788773,0.2992631546938448,0.02783421456778816,0.1146856409886536,0.0,0.015718651193370906,0.04095065965895258,0.010522706091548468,0.032978913272300694
635400L14KNHZXPUZM19,0.008476751898811308,0.0022357948053595383,0.08747585273917874,0.021435961364482958,0.0035929188412951256,0.07956345218688558,0.1730351476509392,0.09557387181453234,0.21894556280571112,0.009986481552715849,0.0,0.17388465395404015,0.07855142198115775,0.011614625043159424,0.0,0.013632947357592148,0.012672092120544811,0.004192087677609032,0.005130376205985202
724500A1FNICHSDF2I11,0.0008825139309103383,0.0,0.03465147226734601,0.38120273924311077,0.00045735126095881515,0.02638232968951908,0.04461285330164184,0.004789598512710095,0.0038539520427609106,0.0021567253572658414,0.15488199011489637,0.14998924029603147,0.11964947498894747,0.013150732789294562,0.0,0.0010819732787967064,0.042828081963196825,0.017614084431524568,0.0018148865310882744
724500JIWG886A9RRT57,0.0,0.0,0.20166716707754861,0.04312107066275924,0.010226097884477576,0.0052218372398261555,0.04013963039361717,0.11183434757034962,0.0034203033920861318,0.11624728906306023,0.0,0.05517794296031357,0.09590869827963543,0.18131346599424888,0.0,0.0052218372398261555,0.05973757578258166,0.0053925751037638405,0.06537016135590568
7437003B5WFBOIEFY714,0.03189589464345429,0.003196895155547775,0.09333752067381688,0.10659188720406637,0.010704837094053218,0.048101546530258305,0.09078676928639387,0.047991979845784204,0.0071272378394232234,0.02981545065901644,0.04903907129936631,0.39568793243496647,0.04488545068161808,0.02303064539531914,0.002555229660876659,0.000732217379590035,0.008392174217208826,0.004126911282565954,0.0020003487166739076
7CUNS533WID6K7DGFI87,0.02169033068452768,0.0038142578306237934,0.16728937295669394,0.060222283022752794,0.009650818835791969,0.07370506140521707,0.1283712708731341,0.08670708335473962,0.05994320380829034,0.032656384473880924,0.11302075754009547,0.0996015345629112,0.05449740276860128,0.04540897025539807,0.005480949587465743,0.004346889594865355,0.010526238150368206,0.006871531532177353,0.016195658762464937
7LTWFZYICNSX8D621K86,0.002011956052162463,0.010091079181406538,0.12147598103223528,0.019525940888519517,0.0028779455186810944,0.02051669771913283,0.09942784193977378,0.02079180768162626,0.015487900124964312,0.040524801594942254,0.23421653423136246,0.2257370439597917,0.042452688230200146,0.036213247632520665,0.0021194808918262166,0.0012180607696822847,0.017509750297604605,0.0033145815593484274,0.08448666069421921
7LVZJ6XRIE7VNZ4UBX81,0.011394986855945578,2.259867004999301e-06,0.10295767532793687,0.009444444938486493,0.0010488588432849889,0.0935482486759763,0.08926695251298865,0.032916352823239306,0.02113478714601598,0.04319343906762871,0.00862946431305602,0.3539881550563784,0.13004269422852632,0.023970323097033657,8.468066567708087e-07,0.0036763132929146687,0.012987172550885254,0.035875132603262534,0.025921891992778615
7V6Z97IO7R1SEAO84Q32,0.14556394571438394,0.0006830715997741758,0.04547242682968156,0.0012411844293675786,0.001572278103900655,0.0961282523715513,0.052162012097617526,0.12369893473221512,0.009747291241428183,0.004309732724534452,0.030538763456728568,0.42949262936252475,0.024297545168874973,0.025989173156404873,0.0,0.0013016535925470742,0.003455482987716239,0.003339367032335878,0.001006255398413182
815600AD83B2B6317788,0.024305984825673598,0.002005827855248746,0.4244519954056177,0.01360384255396716,0.01902210133764904,0.04011749424347972,0.2532899268807566,0.035963562564347094,0.013095856412875704,0.013875664073486976,0.007223445206565011,0.07263903504153743,0.03213476692962831,0.02435811876123983,1.1548847331263626e-08,0.0011026029330706351,0.009203356943841109,0.001864154164608171,0.011742252317560077
815600E4E6DCD2D25E30,0.028750392859873165,0.003407258865287398,0.3509983013815138,0.027808049564084607,0.01557319871251078,0.08790480766477043,0.1560350696410749,0.039353253185274786,0.037770381684371634,0.03185955497491623,0.004077575761563964,0.08683296036336395,0.06994167292013749,0.030008064853766152,0.00012163925396426294,0.0020614882232016856,0.015028508004067716,0.007976620821235857,0.004491201265021383
851WYGNLUQLFZBSYGB56,0.005165724170154935,0.0078481876249491,0.3198371384694246,0.11970878234430905,0.024612775325067615,0.03230816335660209,0.1359613366369063,0.04866768331628637,0.006813975894831195,0.038789822898424066,0.0,0.1299295895029032,0.05016598755072355,0.025830315759554006,0.000189763290240642,0.0016157107586453686,0.012349922082710463,0.005785915661484758,0.0344192053567828
